,postal_code,cities_es/province
5097,20120,hernani/guipuzcoa
5098,20128,hernani/guipuzcoa
5100,20400,ibarra/guipuzcoa
5101,20213,idiazabal/guipuzcoa
5102,20267,ikaztegieta/guipuzcoa
5103,20301,irun/guipuzcoa
5104,20302,irun/guipuzcoa
5105,20303,irun/guipuzcoa
5106,20304,irun/guipuzcoa
5107,20305,irun/guipuzcoa
5108,20271,irura/guipuzcoa
5109,20249,itsasondo/guipuzcoa
5111,20210,lazkao/guipuzcoa
5113,20220,legazpi/guipuzcoa
5114,20230,legazpi/guipuzcoa
5115,20250,legorreta/guipuzcoa
5117,20100,lezo/guipuzcoa
5118,20490,lizartza/guipuzcoa
5119,20500,mondragon/guipuzcoa
5121,20830,mutriku/guipuzcoa
5123,20212,olaberria/guipuzcoa
5124,20569,onati/guipuzcoa
5125,20568,onati/guipuzcoa
5126,20567,onati/guipuzcoa
5127,20560,onati/guipuzcoa
5130,20216,ormaiztegi/guipuzcoa
5131,20180,oiartzun/guipuzcoa
5132,20110,pasaia/guipuzcoa
5133,20590,soraluze_placencia_de_las_armas/guipuzcoa
5134,20737,errezil/guipuzcoa
5137,20011,san_sebastian/guipuzcoa
5139,20018,san_sebastian/guipuzcoa
5140,20017,san_sebastian/guipuzcoa
5141,20014,san_sebastian/guipuzcoa
5142,20015,san_sebastian/guipuzcoa
5143,20013,san_sebastian/guipuzcoa
5144,20012,san_sebastian/guipuzcoa
5145,20160,san_sebastian/guipuzcoa
5146,20009,san_sebastian/guipuzcoa
5147,20008,san_sebastian/guipuzcoa
5148,20007,san_sebastian/guipuzcoa
5149,20016,san_sebastian/guipuzcoa
5150,20006,san_sebastian/guipuzcoa
5151,20005,san_sebastian/guipuzcoa
5152,20004,san_sebastian/guipuzcoa
5153,20003,san_sebastian/guipuzcoa
5154,20002,san_sebastian/guipuzcoa
5155,20001,san_sebastian/guipuzcoa
5156,20010,san_sebastian/guipuzcoa
5162,20130,urnieta/guipuzcoa
5164,20170,usurbil/guipuzcoa
5165,20578,bergara/guipuzcoa
5166,20580,bergara/guipuzcoa
5167,20570,bergara/guipuzcoa
5170,20240,ordizia/guipuzcoa
5171,20700,urretxu/guipuzcoa
5172,20247,zaldibia/guipuzcoa
5173,20800,zarautz/guipuzcoa
5175,20750,zumaia/guipuzcoa
5176,20850,mendaro/guipuzcoa
5178,20115,astigarraga/guipuzcoa
5179,20259,baliarrain/guipuzcoa
5183,21340,alajar/huelva
5184,21122,aljaraque/huelva
5185,21100,aljaraque/huelva
5186,21110,aljaraque/huelva
5187,21120,aljaraque/huelva
5188,21593,el_almendro/huelva
5189,21330,almonaster_la_real/huelva
5190,21342,almonaster_la_real/huelva
5191,21350,almonaster_la_real/huelva
5192,21359,almonaster_la_real/huelva
5194,21669,almonaster_la_real/huelva
5195,21290,almonaster_la_real/huelva
5196,21760,almonte/huelva
5197,21710,almonte/huelva
5198,21730,almonte/huelva
5200,21750,almonte/huelva
5201,21520,alosno/huelva
5202,21530,alosno/huelva
5203,21200,aracena/huelva
5204,21207,aracena/huelva
5205,21208,aracena/huelva
5206,21209,aracena/huelva
5207,21239,aroche/huelva
5208,21240,aroche/huelva
5211,21580,aroche/huelva
5212,21280,arroyomolinos_de_leon/huelva
5214,22400,ayamonte/huesca
5215,21440,ayamonte/huelva
5216,21420,ayamonte/huelva
5217,21400,ayamonte/huelva
5218,21409,ayamonte/huelva
5219,21291,beas/huelva
5220,21609,beas/huelva
5221,21630,beas/huelva
5222,21639,beas/huelva
5223,21647,berrocal/huelva
5226,21830,bonares/huelva
5228,21270,cala/huelva
5229,21300,calanas/huelva
5230,21309,calanas/huelva
5231,21310,calanas/huelva
5232,21319,calanas/huelva
5233,21668,campofrio/huelva
5234,21388,canaveral_de_leon/huelva
5235,21540,cartaya/huelva
5236,21450,cartaya/huelva
5237,21459,cartaya/huelva
5238,21292,castano_del_robledo/huelva
5241,21320,el_cerro_de_andevalo/huelva
5243,21230,cortegana/huelva
5247,21387,cumbres_de_enmedio/huelva
5248,21386,cumbres_de_san_bartolome/huelva
5249,21380,cumbres_mayores/huelva
5250,21891,chucena/huelva
5251,21390,encinasola/huelva
5252,21870,escacena_del_campo/huelva
5255,21500,gibraleon/huelva
5257,21594,el_granado/huelva
5258,21220,higuera_de_la_sierra/huelva
5260,21740,hinojos/huelva
5261,21002,huelva/huelva
5262,21007,huelva/huelva
5263,21006,huelva/huelva
5264,21005,huelva/huelva
5265,21003,huelva/huelva
5266,21001,huelva/huelva
5268,21004,huelva/huelva
5270,21410,isla_cristina/huelva
5272,21430,isla_cristina/huelva
5274,21360,jabugo/huelva
5276,21449,lepe/huelva
5280,21820,lucena_del_puerto/huelva
5281,21890,manzanilla/huelva
5283,21660,minas_de_riotinto/huelva
5285,21130,moguer/huelva
5286,21800,moguer/huelva
5288,21670,nerva/huelva
5289,21840,niebla/huelva
5290,21700,la_palma_del_condado/huelva
5293,21810,palos_de_la_frontera/huelva
5294,21819,palos_de_la_frontera/huelva
5295,21880,paterna_del_campo/huelva
5297,21560,paymogo/huelva
5298,21550,puebla_de_guzman/huelva
5299,21559,puebla_de_guzman/huelva
5304,21720,rociana_del_condado/huelva
5305,21250,rosal_de_la_frontera/huelva
5306,21510,san_bartolome_de_la_torre/huelva
5308,21610,san_juan_del_puerto/huelva
5310,21595,sanlucar_de_guadiana/huelva
5311,21591,san_silvestre_de_guzman/huelva
5314,21570,santa_barbara_de_casa/huelva
5315,21620,santa_olalla_del_cala/huelva
5316,21260,santa_olalla_del_cala/huelva
5319,21600,valverde_del_camino/huelva
5320,21590,villablanca/huelva
5321,21860,villalba_del_alcor/huelva
5322,21592,villanueva_de_las_cruces/huelva
5324,21850,villarrasa/huelva
5325,21640,zalamea_la_real/huelva
5327,21649,zalamea_la_real/huelva
5329,21210,zufre/huelva
5330,22143,abiego/huesca
5331,22147,abiego/huesca
5332,22392,abizanda/huesca
5333,22393,abizanda/huesca
5335,22808,aguero/huesca
5336,22860,aisa/huesca
5337,22889,aisa/huesca
5338,22534,albalate_de_cinca/huesca
5339,22220,albalatillo/huesca
5340,22558,albelda/huesca
5341,22112,albero_alto/huesca
5342,22255,albero_bajo/huesca
5343,22212,alberuela_de_tubo/huesca
5344,22282,alcala_de_gurrea/huesca
5345,22283,alcala_de_gurrea/huesca
5346,22135,alcala_del_obispo/huesca
5347,22560,alcampell/huesca
5348,22410,alcolea_de_cinca/huesca
5349,22251,alcubierre/huesca
5350,22194,alerre/huesca
5351,22416,alfantega/huesca
5353,22270,almudevar/huesca
5354,22417,almunia_de_san_juan/huesca
5355,22420,almunia_de_san_juan/huesca
5357,22269,almuniente/huesca
5358,22145,alquezar/huesca
5359,22540,altorricon/huesca
5360,22122,angues/huesca
5361,22123,angues/huesca
5362,22133,angues/huesca
5363,22728,anso/huesca
5366,22730,aragues_del_puerto/huesca
5367,22583,aren/huesca
5369,22150,arguis/huesca
5370,22800,ayerbe/huesca
5371,22807,ayerbe/huesca
5372,22809,ayerbe/huesca
5373,22421,azanuy_alins/huesca
5374,22311,azara/huesca
5376,22569,baells/huesca
5377,22751,bailo/huesca
5378,22761,bailo/huesca
5379,22760,bailo/huesca
5380,22571,baldellou/huesca
5381,22234,ballobar/huesca
5383,22300,barbastro/huesca
5384,22315,barbastro/huesca
5386,22132,barbunales/huesca
5387,22320,barcabo/huesca
5388,22585,barcabo/huesca
5389,22149,barcabo/huesca
5390,22148,barcabo/huesca
5391,22536,belver_de_cinca/huesca
5392,22549,belver_de_cinca/huesca
5393,22533,belver_de_cinca/huesca
5394,22580,benabarre/huesca
5395,22589,benabarre/huesca
5396,22440,benasque/huesca
5397,22449,benasque/huesca
5398,22469,benasque/huesca
5399,22131,berbegal/huesca
5400,22365,bielsa/huesca
5401,22350,bielsa/huesca
5402,22351,bielsa/huesca
5403,22144,bierge/huesca
5404,22141,bierge/huesca
5405,22613,biescas/huesca
5406,22630,biescas/huesca
5407,22636,biescas/huesca
5408,22637,biescas/huesca
5409,22638,biescas/huesca
5410,22639,biescas/huesca
5411,22665,biescas/huesca
5412,22510,binaced/huesca
5413,22511,binaced/huesca
5414,22500,binefar/huesca
5415,22466,bisaurri/huesca
5416,22470,bisaurri/huesca
5419,22134,blecua_y_torres/huesca
5420,22340,boltana/huesca
5421,22347,boltana/huesca
5422,22348,boltana/huesca
5423,22349,boltana/huesca
5424,22461,boltana/huesca
5425,22486,bonansa/huesca
5427,22372,broto/huesca
5428,22375,broto/huesca
5429,22373,broto/huesca
5430,22370,broto/huesca
5431,22374,broto/huesca
5432,22624,caldearenas/huesca
5433,22625,caldearenas/huesca
5434,22830,caldearenas/huesca
5435,22450,campo/huesca
5436,22451,campo/huesca
5437,22570,camporrells/huesca
5438,22773,canal_de_berdun/huesca
5439,22770,canal_de_berdun/huesca
5440,22771,canal_de_berdun/huesca
5441,22772,canal_de_berdun/huesca
5442,22591,candasnos/huesca
5443,22888,canfranc/huesca
5444,22880,canfranc/huesca
5446,22480,capella/huesca
5447,22587,capella/huesca
5449,22142,casbas_de_huesca/huesca
5450,22310,castejon_del_puente/huesca
5451,22222,castejon_de_monegros/huesca
5452,22467,castejon_de_sos/huesca
5453,22465,castejon_de_sos/huesca
5455,22215,castelflorite/huesca
5456,22710,castiello_de_jaca/huesca
5460,22313,castillazuelo/huesca
5462,22572,castillonroy/huesca
5464,22233,chalamera/huesca
5467,22535,esplus/huesca
5468,22424,estada/huesca
5469,22423,estadilla/huesca
5472,22729,fago/huesca
5474,22371,fiscal/huesca
5478,22422,fonz/huesca
5479,22337,foradada_del_toscar/huesca
5480,22462,foradada_del_toscar/huesca
5481,22452,foradada_del_toscar/huesca
5484,22520,fraga/huesca
5485,22529,fraga/huesca
5487,22336,la_fueva/huesca
5489,22394,la_fueva/huesca
5490,22438,la_fueva/huesca
5492,22367,gistain/huesca
5493,22312,el_grado/huesca
5494,22390,el_grado/huesca
5497,22260,granen/huesca
5498,22268,granen/huesca
5502,22481,graus/huesca
5504,22437,graus/huesca
5505,22436,graus/huesca
5506,22430,graus/huesca
5507,22588,graus/huesca
5509,22280,gurrea_de_gallego/huesca
5510,22281,gurrea_de_gallego/huesca
5511,22662,hoz_de_jaca/huesca
5512,22210,huerto/huesca
5515,22195,huesca/huesca
5516,22002,huesca/huesca
5518,22197,huesca/huesca
5521,22196,huesca/huesca
5523,22080,huesca/huesca
5524,22006,huesca/huesca
5525,22005,huesca/huesca
5526,22003,huesca/huesca
5527,22001,huesca/huesca
5529,22004,huesca/huesca
5531,22193,igries/huesca
5532,22415,ilche/huesca
5534,22482,isabena/huesca
5535,22483,isabena/huesca
5536,22712,jaca/huesca
5540,22715,jaca/huesca
5541,22713,jaca/huesca
5542,22711,jaca/huesca
5544,22700,jaca/huesca
5545,22621,jaca/huesca
5546,22620,jaca/huesca
5548,22714,jaca/huesca
5549,22731,jasa/huesca
5550,22360,labuerda/huesca
5551,22125,laluenga/huesca
5554,22214,lalueza/huesca
5555,22250,lanaja/huesca
5556,22213,lanaja/huesca
5557,22216,lanaja/huesca
5558,22126,laperdiguera/huesca
5559,22124,lascellas_ponzano/huesca
5560,22586,lascuarre/huesca
5561,22471,laspaules/huesca
5562,22472,laspaules/huesca
5563,22473,laspaules/huesca
5564,22474,laspaules/huesca
5565,22361,laspuna/huesca
5567,22140,loporzano/huesca
5569,22192,loporzano/huesca
5572,22111,monflorite_lascasas/huesca
5577,22487,montanuy/huesca
5579,22414,monzon/huesca
5583,22113,novales/huesca
5585,22622,nueno/huesca
5586,22439,olvena/huesca
5587,22232,ontinena/huesca
5588,22531,osso_de_cinca/huesca
5589,22532,osso_de_cinca/huesca
5591,22650,panticosa/huesca
5592,22661,panticosa/huesca
5594,22592,penalba/huesca
5597,22820,las_penas_de_riglos/huesca
5598,22821,las_penas_de_riglos/huesca
5599,22822,las_penas_de_riglos/huesca
5605,22514,peralta_de_calasanz/huesca
5606,22513,peralta_de_calasanz/huesca
5608,22460,perarrua/huesca
5611,22366,plan/huesca
5615,22435,la_puebla_de_castro/huesca
5616,22584,puente_de_montanana/huesca
5617,22362,puertolas/huesca
5618,22363,puertolas/huesca
5619,22338,el_pueyo_de_araguas/huesca
5621,22191,quicena/huesca
5622,22252,robres/huesca
5623,22623,sabinanigo/huesca
5630,22612,sabinanigo/huesca
5631,22610,sabinanigo/huesca
5632,22609,sabinanigo/huesca
5633,22600,sabinanigo/huesca
5636,22666,sabinanigo/huesca
5638,22468,sahun/huesca
5641,22314,salas_altas/huesca
5643,22110,salillas/huesca
5644,22640,sallent_de_gallego/huesca
5645,22660,sallent_de_gallego/huesca
5646,22663,sallent_de_gallego/huesca
5647,22664,sallent_de_gallego/huesca
5648,22512,san_esteban_de_litera/huesca
5649,22100,sangarren/huesca
5651,22752,santa_cilia/huesca
5652,22791,santa_cilia/huesca
5654,22792,santa_cruz_de_la_seros/huesca
5659,22221,sarinena/huesca
5660,22200,sarinena/huesca
5661,22391,secastilla/huesca
5663,22463,seira/huesca
5664,22464,seira/huesca
5665,22230,sena/huesca
5666,22253,senes_de_alcubierre/huesca
5670,22120,sietamo/huesca
5671,22121,sietamo/huesca
5674,22550,tamarite_de_litera/huesca
5675,22559,tamarite_de_litera/huesca
5676,22240,tardienta/huesca
5677,22364,tella_sin/huesca
5682,22378,torla_ordesa/huesca
5683,22377,torla_ordesa/huesca
5684,22376,torla_ordesa/huesca
5685,22254,torralba_de_aragon/huesca
5688,22484,torre_la_ribera/huesca
5689,22590,torrente_de_cinca/huesca
5693,22223,valfarta/huesca
5697,22528,velilla_de_cinca/huesca
5699,22485,beranuy/huesca
5702,22190,vicien/huesca
5704,22870,villanua/huesca
5705,22231,villanueva_de_sigena/huesca
5707,22611,yebra_de_basa/huesca
5709,22530,zaidin/huesca
5710,22720,valle_de_hecho/huesca
5711,22732,valle_de_hecho/huesca
5712,22740,valle_de_hecho/huesca
5713,22790,valle_de_hecho/huesca
5714,22750,puente_la_reina_de_jaca/huesca
5716,22753,puente_la_reina_de_jaca/huesca
5717,22411,san_miguel_del_cinca/huesca
5718,22412,san_miguel_del_cinca/huesca
5719,22413,san_miguel_del_cinca/huesca
5720,22161,la_sotonera/huesca
5721,22162,la_sotonera/huesca
5722,22160,la_sotonera/huesca
5723,22810,la_sotonera/huesca
5725,22811,lupinen_ortilla/huesca
5726,22146,santa_maria_de_dulcis/huesca
5729,22330,ainsa_sobrarbe/huesca
5731,22339,ainsa_sobrarbe/huesca
5734,22395,ainsa_sobrarbe/huesca
5738,23538,albanchez_de_magina/jaen
5739,23680,alcala_la_real/jaen
5740,23684,alcala_la_real/jaen
5741,23685,alcala_la_real/jaen
5742,23686,alcala_la_real/jaen
5743,23687,alcala_la_real/jaen
5744,23688,alcala_la_real/jaen
5745,23689,alcala_la_real/jaen
5746,23691,alcala_la_real/jaen
5747,23692,alcala_la_real/jaen
5748,23660,alcaudete/jaen
5749,23669,alcaudete/jaen
5751,23215,aldeaquemada/jaen
5752,23740,andujar/jaen
5753,23747,andujar/jaen
5754,23748,andujar/jaen
5755,23749,andujar/jaen
5756,23760,arjona/jaen
5757,23750,arjonilla/jaen
5758,23230,arquillos/jaen
5759,23239,arquillos/jaen
5760,23539,baeza/jaen
5762,23440,baeza/jaen
5763,23411,baeza/jaen
5764,23529,baeza/jaen
5765,23710,bailen/jaen
5766,23214,banos_de_la_encina/jaen
5767,23711,banos_de_la_encina/jaen
5768,23280,beas_de_segura/jaen
5769,23289,beas_de_segura/jaen
5770,23520,begijar/jaen
5772,23568,belmez_de_la_moraleda/jaen
5773,23390,benatae/jaen
5774,23590,cabra_del_santo_cristo/jaen
5775,23591,cabra_del_santo_cristo/jaen
5776,23550,cabra_del_santo_cristo/jaen
5778,23193,cambil/jaen
5780,23420,canena/jaen
5781,23211,carboneros/jaen
5783,23212,la_carolina/jaen
5784,23200,la_carolina/jaen
5785,23260,castellar/jaen
5786,23670,castillo_de_locubin/jaen
5787,23693,castillo_de_locubin/jaen
5788,23628,cazalilla/jaen
5789,23469,cazorla/jaen
5790,23470,cazorla/jaen
5791,23479,cazorla/jaen
5792,23485,cazorla/jaen
5793,23269,chiclana_de_segura/jaen
5794,23264,chiclana_de_segura/jaen
5795,23268,chiclana_de_segura/jaen
5797,23477,chilluevar/jaen
5798,23657,escanuela/jaen
5801,23488,frailes/jaen
5803,23690,frailes/jaen
5805,23610,fuensanta_de_martos/jaen
5806,23616,fuensanta_de_martos/jaen
5807,23180,fuerte_del_rey/jaen
5808,23392,genave/jaen
5809,23170,la_guardia_de_jaen/jaen
5810,23210,guarroman/jaen
5811,23746,lahiguera/jaen
5812,23611,higuera_de_calatrava/jaen
5813,23486,hinojares/jaen
5814,23292,hornos/jaen
5815,23293,hornos/jaen
5817,23569,hornos/jaen
5819,23560,huelma/jaen
5820,23487,huesa/jaen
5821,23490,ibros/jaen
5822,23450,ibros/jaen
5823,23476,la_iruela/jaen
5825,23338,iznatoraf/jaen
5826,23629,jabalquinto/jaen
5827,23712,jabalquinto/jaen
5828,23194,jaen/jaen
5829,23007,jaen/jaen
5830,23196,jaen/jaen
5831,23009,jaen/jaen
5832,23008,jaen/jaen
5833,23005,jaen/jaen
5834,23004,jaen/jaen
5835,23003,jaen/jaen
5836,23639,jaen/jaen
5837,23002,jaen/jaen
5838,23001,jaen/jaen
5839,23006,jaen/jaen
5840,23658,jamilena/jaen
5841,23530,jimena/jaen
5842,23500,jodar/jaen
5844,23700,linares/jaen
5845,23713,linares/jaen
5847,23780,lopera/jaen
5848,23519,lupion/jaen
5849,23528,lupion/jaen
5850,23100,mancha_real/jaen
5852,23770,marmolejo/jaen
5853,23600,martos/jaen
5854,23614,martos/jaen
5855,23615,martos/jaen
5856,23620,mengibar/jaen
5857,23267,montizon/jaen
5858,23265,montizon/jaen
5859,23266,montizon/jaen
5860,23240,navas_de_san_juan/jaen
5862,23370,orcera/jaen
5863,23460,peal_de_becerro/jaen
5864,23468,peal_de_becerro/jaen
5867,23190,pegalajar/jaen
5868,23790,porcuna/jaen
5871,23359,puente_de_genave/jaen
5872,23350,puente_de_genave/jaen
5873,23360,la_puerta_de_segura/jaen
5874,23369,la_puerta_de_segura/jaen
5875,23480,quesada/jaen
5877,23489,quesada/jaen
5878,23412,rus/jaen
5879,23430,rus/jaen
5880,23410,sabiote/jaen
5881,23213,santa_elena/jaen
5882,23612,santiago_de_calatrava/jaen
5883,23250,santisteban_del_puerto/jaen
5884,23311,santo_tome/jaen
5885,23294,segura_de_la_sierra/jaen
5886,23379,segura_de_la_sierra/jaen
5888,23340,segura_de_la_sierra/jaen
5889,23295,segura_de_la_sierra/jaen
5890,23380,siles/jaen
5891,23270,sorihuela_del_guadalimar/jaen
5892,23510,torreblascopedro/jaen
5894,23640,torredelcampo/jaen
5895,23650,torredonjimeno/jaen
5896,23320,torreperogil/jaen
5897,23540,torres/jaen
5898,23391,torres_de_albanchez/jaen
5899,23314,ubeda/jaen
5900,23509,ubeda/jaen
5902,23400,ubeda/jaen
5903,23413,ubeda/jaen
5907,23220,vilches/jaen
5908,23499,vilches/jaen
5910,23315,villacarrillo/jaen
5911,23300,villacarrillo/jaen
5912,23310,villacarrillo/jaen
5913,23312,villacarrillo/jaen
5915,23730,villanueva_de_la_reina/jaen
5916,23330,villanueva_del_arzobispo/jaen
5917,23339,villanueva_del_arzobispo/jaen
5918,23659,villardompardo/jaen
5920,23393,villarrodrigo/jaen
5921,23191,carcheles/jaen
5922,23192,carcheles/jaen
5923,23537,bedmar_y_garciez/jaen
5925,23630,villatorres/jaen
5926,23638,villatorres/jaen
5928,23291,santiago_pontones/jaen
5930,23296,santiago_pontones/jaen
5931,23297,santiago_pontones/jaen
5932,23298,santiago_pontones/jaen
5933,23478,santiago_pontones/jaen
5934,23290,santiago_pontones/jaen
5937,24994,acebedo/leon
5938,24996,acebedo/leon
5939,24238,algadefe/leon
5940,24761,alija_del_infantado/leon
5941,24792,alija_del_infantado/leon
5942,24171,almanza/leon
5943,24888,almanza/leon
5944,24170,almanza/leon
5945,24796,la_antigua/leon
5946,24232,ardon/leon
5947,24233,ardon/leon
5948,24251,ardon/leon
5949,24410,arganza/leon
5950,24545,arganza/leon
5951,24546,arganza/leon
5952,24718,astorga/leon
5953,24700,astorga/leon
5954,24525,balboa/leon
5955,24764,la_baneza/leon
5956,24766,la_baneza/leon
5957,24750,la_baneza/leon
5958,24521,barjas/leon
5959,24740,barjas/leon
5960,24148,los_barrios_de_luna/leon
5961,24149,los_barrios_de_luna/leon
5962,24300,bembibre/leon
5963,24315,bembibre/leon
5964,24318,bembibre/leon
5965,24319,bembibre/leon
5966,24280,benavides/leon
5967,24287,benavides/leon
5968,24285,benavides/leon
5969,24281,benavides/leon
5970,24388,benuza/leon
5971,24389,benuza/leon
5972,24249,bercianos_del_paramo/leon
5973,24252,bercianos_del_paramo/leon
5974,24325,bercianos_del_real_camino/leon
5975,24438,berlanga_del_bierzo/leon
5976,24912,boca_de_huergano/leon
5977,24885,boca_de_huergano/leon
5978,24913,boca_de_huergano/leon
5979,24911,boca_de_huergano/leon
5980,24857,bonar/leon
5981,24859,bonar/leon
5982,24860,bonar/leon
5983,24858,bonar/leon
5984,24854,bonar/leon
5985,24853,bonar/leon
5986,24852,bonar/leon
5987,24257,bonar/leon
5988,24850,bonar/leon
5989,24443,borrenes/leon
5990,24444,borrenes/leon
5991,24714,brazuelo/leon
5993,24716,brazuelo/leon
5994,24715,brazuelo/leon
5995,24343,el_burgo_ranero/leon
5996,24344,el_burgo_ranero/leon
5997,24917,buron/leon
5999,24995,buron/leon
