,ine_code,cities_es/province
3980,16171,el_provencio/cuenca
3981,16172,hontanaya/cuenca
3982,16173,el_valle_de_altomira/cuenca
3983,16173,buendia/cuenca
3985,16173,el_valle_de_altomira/leon
3986,16174,la_pesquera/cuenca
3987,16175,quintanar_del_rey/cuenca
3988,16176,carrascosa_de_haro/cuenca
3989,16177,pajaron/cuenca
3990,16181,rozalen_del_monte/cuenca
3992,16185,saceda_trasierra/cuenca
3993,16186,saelices/cuenca
3994,16187,salinas_del_manzano/cuenca
3995,16188,salmeroncillos/cuenca
3996,16189,salvacanete/cuenca
3997,16190,san_clemente/cuenca
3998,16191,san_lorenzo_de_la_parrilla/cuenca
3999,16192,san_martin_de_boniches/cuenca
4000,16193,salmeroncillos/cuenca
4001,16194,santa_cruz_de_moya/cuenca
4002,16194,graja_de_campalbo/cuenca
4003,16195,santa_maria_del_campo_rus/cuenca
4004,16196,santa_maria_de_los_llanos/cuenca
4005,16197,lagunaseca/cuenca
4006,16198,sisante/cuenca
4007,16199,chumillas/cuenca
4008,16202,talayuelas/cuenca
4010,16203,tarancon/cuenca
4011,16204,atalaya_del_canavate/cuenca
4012,16205,salinas_del_manzano/cuenca
4013,16206,portalrubio_de_guadamejud/cuenca
4014,16209,torralba/cuenca
4015,16211,torrejoncillo_del_rey/cuenca
4017,16211,abia_de_la_obispalia/cuenca
4018,16212,torrubia_del_campo/cuenca
4019,16213,torrubia_del_castillo/cuenca
4020,16215,tragacete/cuenca
4021,16216,tresjuncos/cuenca
4022,16217,rozalen_del_monte/cuenca
4023,16218,rozalen_del_monte/cuenca
4024,16219,beamud/cuenca
4025,16224,beamud/cuenca
4026,16225,canada_del_hoyo/cuenca
4027,16227,campillos_sierra/cuenca
4028,16228,salmeroncillos/cuenca
4029,16231,alarcon/cuenca
4030,16234,beteta/cuenca
4031,16236,valverde_de_jucar/cuenca
4032,16237,alarcon/cuenca
4033,16238,vara_de_rey/cuenca
4034,16239,tragacete/cuenca
4035,16240,el_valle_de_altomira/cuenca
4036,16242,villaconejos_de_trabaque/cuenca
4037,16243,fuentelespino_de_haro/cuenca
4038,16244,iniesta/cuenca
4039,16244,villagarcia_del_llano/cuenca
4040,16245,villalba_de_la_sierra/cuenca
4041,16246,villalba_del_rey/cuenca
4042,16247,villalgordo_del_marquesado/cuenca
4043,16248,villalpardo/cuenca
4044,16249,villamayor_de_santiago/cuenca
4045,16250,gascuena/cuenca
4046,16251,villanueva_de_la_jara/cuenca
4047,16251,iniesta/cuenca
4048,16251,villagarcia_del_llano/cuenca
4049,16253,alconchel_de_la_estrella/cuenca
4050,16254,chillaron_de_cuenca/cuenca
4051,16254,villar_de_domingo_garcia/cuenca
4052,16255,villar_de_la_encina/cuenca
4053,16258,san_martin_de_boniches/cuenca
4054,16259,salmeroncillos/cuenca
4055,16263,abia_de_la_obispalia/cuenca
4056,16263,villar_de_olalla/cuenca
4057,16264,rozalen_del_monte/cuenca
4058,16265,huete/cuenca
4059,16266,villarejo_periesteban/cuenca
4060,16269,villares_del_saz/cuenca
4061,16270,almendros/cuenca
4062,16271,villarta/cuenca
4063,16272,villas_de_la_ventosa/cuenca
4064,16273,albaladejo_del_cuende/cuenca
4065,16274,narboneta/cuenca
4066,16275,albendea/cuenca
4067,16276,cardenete/cuenca
4068,16277,villarejo_periesteban/cuenca
4069,16278,salinas_del_manzano/cuenca
4070,16279,barajas_de_melo/cuenca
4071,16280,cuenca/cuenca
4072,16901,huete/cuenca
4073,16901,campos_del_paraiso/cuenca
4074,16902,fresneda_de_altarejos/cuenca
4075,16903,chumillas/cuenca
4076,16903,las_valeras/cuenca
4077,16904,chillaron_de_cuenca/cuenca
4080,16905,arcas/cuenca
4081,16906,huete/cuenca
4082,16908,pozorrubielos_de_la_mancha/cuenca
4083,16909,mariana/cuenca
4084,16909,la_frontera/cuenca
4085,16909,sotorribas/cuenca
4086,16910,villar_y_velasco/cuenca
4087,17001,agullana/girona
4088,17002,aiguaviva/girona
4089,17003,albanya/girona
4091,17004,albons/girona
4092,17005,el_far_d'emporda/girona
4093,17006,alp/girona
4095,17007,amer/girona
4096,17008,angles/girona
4097,17009,arbucies/girona
4099,17010,argelaguer/girona
4100,17011,l'armentera/girona
4101,17012,avinyonet_de_puigventos/girona
4102,17013,begur/girona
4104,17014,agullana/girona
4105,17015,banyoles/girona
4106,17016,bascara/girona
4108,17018,bellcaire_d'emporda/girona
4109,17019,besalu/girona
4110,17020,bescano/girona
4113,17021,beuda/girona
4114,17021,besalu/girona
4115,17022,la_bisbal_d'emporda/girona
4116,17023,blanes/girona
4117,17024,bolvir/girona
4118,17025,bordils/girona
4119,17026,borrassa/girona
4121,17027,breda/girona
4122,17028,brunyola/girona
4123,17029,boadella_i_les_escaules/girona
4124,17031,cabanelles/girona
4126,17032,cadaques/girona
4127,17033,caldes_de_malavella/girona
4129,17034,calonge/girona
4131,17035,camos/girona
4133,17036,campdevanol/girona
4135,17037,campelles/girona
4136,17038,campllong/girona
4137,17039,camprodon/girona
4138,17040,canet_d'adri/girona
4139,17041,cantallops/girona
4140,17042,capmany/girona
4141,17043,campelles/girona
4142,17044,cassa_de_la_selva/girona
4143,17046,castellfollit_de_la_roca/girona
4144,17047,castello_d'empuries/girona
4146,17048,castell_platja_d'aro/girona
4149,17049,celra/girona
4150,17050,cervia_de_ter/girona
4151,17051,cistella/girona
4152,17052,el_far_d'emporda/girona
4153,17054,colera/girona
4154,17055,colomers/girona
4155,17056,cornella_del_terri/girona
4156,17057,corca/girona
4157,17058,crespia/girona
4158,17060,darnius/girona
4159,17061,alp/girona
4160,17062,l'escala/girona
4161,17063,espinelves/girona
4162,17064,espolla/girona
4163,17065,crespia/girona
4164,17066,figueres/girona
4166,17067,flaca/girona
4167,17068,foixa/girona
4169,17068,flaca/girona
4170,17069,alp/girona
4171,17070,fontanilles/girona
4172,17071,fontcoberta/girona
4173,17073,fornells_de_la_selva/girona
4174,17074,el_far_d'emporda/girona
4175,17075,garrigas/girona
4176,17076,garrigoles/girona
4177,17077,garriguella/girona
4178,17078,bolvir/girona
4179,17079,girona/girona
4187,17080,campdevanol/girona
4188,17081,fontanilles/girona
4189,17082,guils_de_cerdanya/girona
4190,17083,hostalric/girona
4191,17084,bolvir/girona
4192,17085,jafre/girona
4193,17086,borrassa/girona
4194,17086,la_jonquera/girona
4195,17087,bordils/girona
4196,17088,llado/girona
4197,17089,llagostera/girona
4198,17090,llambilles/girona
4199,17091,llanars/girona
4200,17092,llanca/girona
4201,17093,llers/girona
4202,17094,llivia/girona
4203,17095,lloret_de_mar/girona
4205,17096,les_llosses/girona
4208,17097,bordils/girona
4209,17098,beuda/girona
4210,17099,bolvir/girona
4211,17100,masarac/girona
4213,17101,massanes/girona
4214,17102,macanet_de_cabrenys/girona
4216,17103,macanet_de_la_selva/girona
4217,17106,mollet_de_peralada/girona
4218,17107,mollo/girona
4219,17109,montagut_i_oix/girona
4220,17109,castellfollit_de_la_roca/girona
4221,17110,mont_ras/girona
4222,17111,navata/girona
4223,17112,ogassa/girona
4224,17114,olot/girona
4227,17115,ordis/girona
4228,17116,osor/girona
4229,17117,palafrugell/girona
4234,17117,begur/girona
4235,17118,palamos/girona
4237,17119,garrigas/girona
4238,17120,palau_saverdera/girona
4239,17121,palau_sator/girona
4240,17123,palol_de_revardit/girona
4241,17124,palau_sator/girona
4242,17125,campelles/girona
4243,17126,foixa/girona
4244,17128,pau/girona
4245,17129,pedret_i_marza/girona
4246,17130,la_pera/girona
4247,17132,peralada/girona
4249,17133,les_planes_d'hostoles/girona
4251,17134,planoles/girona
4252,17135,pont_de_molins/girona
4253,17136,pontos/girona
4254,17137,porqueres/girona
4255,17137,camos/girona
4256,17138,portbou/girona
4257,17139,les_preses/girona
4258,17140,el_port_de_la_selva/girona
4259,17141,puigcerda/girona
4261,17142,quart/girona
4263,17143,rabos/girona
4265,17144,regencos/girona
4266,17145,campelles/girona
4267,17146,riells_i_viabrea/girona
4268,17147,ripoll/girona
4269,17148,riudarenes/girona
4270,17149,riudaura/girona
4271,17150,riudellots_de_la_selva/girona
4272,17151,el_far_d'emporda/girona
4273,17152,roses/girona
4274,17153,rupia/girona
4275,17154,argelaguer/girona
4276,17155,salt/girona
4277,17157,sant_andreu_salou/girona
4278,17158,sant_climent_sescebes/girona
4279,17159,sant_feliu_de_buixalleu/girona
4280,17160,sant_feliu_de_guixols/girona
4281,17160,castell_platja_d'aro/girona
4282,17161,sant_feliu_de_pallerols/girona
4283,17162,sant_ferriol/girona
4284,17162,besalu/girona
4285,17163,sant_gregori/girona
4288,17163,canet_d'adri/girona
4289,17164,sant_hilari_sacalm/girona
4290,17165,camos/girona
4291,17166,cervia_de_ter/girona
4292,17167,sant_joan_de_les_abadesses/girona
4293,17168,flaca/girona
4294,17169,sant_julia_de_ramis/girona
4296,17170,vallfogona_de_ripolles/girona
4297,17171,sant_llorenc_de_la_muga/girona
4298,17172,sant_marti_de_llemena/girona
4300,17172,sant_gregori/girona
4301,17173,bordils/girona
4302,17174,sant_miquel_de_campmajor/girona
4303,17175,sant_miquel_de_fluvia/girona
4304,17176,sant_mori/girona
4306,17177,sant_pau_de_seguries/girona
4307,17178,sant_pere_pescador/girona
4308,17180,lloret_de_mar/girona
4309,17181,llagostera/girona
4310,17181,santa_cristina_d'aro/girona
4312,17182,santa_llogaia_d'alguema/girona
4313,17183,sant_aniol_de_finestres/girona
4315,17184,santa_pau/girona
4316,17185,sant_joan_les_fonts/girona
4317,17186,sarria_de_ter/girona
4318,17187,sant_mori/girona
4319,17187,"saus,_camallera_i_llampaies/girona"
4320,17188,el_port_de_la_selva/girona
4321,17189,la_cellera_de_ter/girona
4323,17190,serinya/girona
4324,17191,foixa/girona
4325,17192,llanars/girona
4326,17193,sils/girona
4328,17194,sant_aniol_de_finestres/girona
4329,17194,la_cellera_de_ter/girona
4331,17195,la_tallada_d'emporda/girona
4332,17196,terrades/girona
4333,17198,torroella_de_fluvia/girona
4334,17199,l'escala/girona
4335,17199,torroella_de_montgri/girona
4336,17199,bellcaire_d'emporda/girona
4337,17199,fontanilles/girona
4339,17200,argelaguer/girona
4340,17201,toses/girona
4341,17202,palamos/girona
4342,17203,foixa/girona
4343,17204,torroella_de_montgri/girona
4344,17205,ullastret/girona
4345,17206,alp/girona
4346,17207,la_vall_d'en_bas/girona
4348,17207,les_preses/girona
4349,17207,riudaura/girona
4350,17208,la_vall_de_bianya/girona
4352,17209,mont_ras/girona
4353,17210,ventallo/girona
4354,17210,l'armentera/girona
4356,17210,sant_miquel_de_fluvia/girona
4357,17211,verges/girona
4358,17212,vidra/girona
4359,17213,vidreres/girona
4360,17214,vilabertran/girona
4361,17215,vilablareix/girona
4362,17216,cervia_de_ter/girona
4363,17217,ventallo/girona
4364,17218,bascara/girona
4365,17218,fontcoberta/girona
4366,17220,viladrau/girona
4367,17221,vilafant/girona
4368,17222,bascara/girona
4369,17223,pedret_i_marza/girona
4370,17224,llanars/girona
4371,17225,torroella_de_fluvia/girona
4372,17226,el_far_d'emporda/girona
4373,17227,vilamaniscle/girona
4374,17228,cistella/girona
4375,17228,vilanant/girona
4376,17230,vila_sacra/girona
4377,17232,colomers/girona
4378,17232,garrigoles/girona
4379,17233,vilobi_d'onyar/girona
4382,17234,boadella_i_les_escaules/girona
4383,17901,"cruilles,_monells_i_sant_sadurni_de_l'heura/girona"
4386,17901,corca/girona
4387,17901,cassa_de_la_selva/girona
4388,17902,forallac/girona
4391,17903,sant_gregori/girona
4392,18001,agron/granada
4393,18002,alamedilla/granada
4395,18003,albolote/granada
4397,18004,albondon/granada
4398,18005,albunan/granada
4399,18006,albunol/granada
4402,18007,albunuelas/granada
4403,18010,aldeire/granada
4404,18011,alfacar/granada
4406,18012,algarinejo/granada
4408,18013,alhama_de_granada/granada
4410,18014,alhendin/granada
4411,18015,alicun_de_ortega/granada
4412,18016,almegijar/granada
4413,18017,almunecar/granada
4415,18018,albunan/granada
4416,18020,arenas_del_rey/granada
4419,18021,armilla/granada
4420,18022,albolote/granada
4421,18022,atarfe/granada
4423,18023,baza/granada
4425,18024,beas_de_granada/granada
4426,18025,beas_de_guadix/granada
4427,18027,benalua/granada
4428,18028,benalua_de_las_villas/granada
4429,18029,benamaurel/granada
4430,18030,berchules/granada
4431,18032,bubion/granada
4432,18033,busquistar/granada
4433,18034,arenas_del_rey/granada
4434,18035,cadiar/granada
4436,18036,cajar/granada
4437,18037,albolote/granada
4438,18038,campotejar/granada
4439,18039,caniles/granada
4441,18040,canar/granada
4442,18042,capileira/granada
4443,18043,carataunas/granada
4444,18044,castaras/granada
4445,18045,castillejar/granada
4446,18046,castril/granada
4447,18047,cenes_de_la_vega/granada
4448,18048,cijuela/granada
4449,18049,albunan/granada
4450,18050,cogollos_de_la_vega/granada
4451,18051,colomera/granada
4453,18053,cortes_de_baza/granada
4455,18054,cortes_y_graena/granada
4456,18056,cullar/granada
4460,18057,cullar_vega/granada
4461,18059,atarfe/granada
4462,18059,cijuela/granada
4463,18061,chimeneas/granada
4464,18062,churriana_de_la_vega/granada
4465,18063,darro/granada
4466,18064,alicun_de_ortega/granada
4467,18066,deifontes/granada
4468,18067,diezma/granada
4469,18068,dilar/granada
4470,18069,dolar/granada
4471,18070,dudar/granada
4472,18071,durcal/granada
4473,18072,escuzar/granada
4474,18074,ferreira/granada
4475,18076,fonelas/granada
4476,18078,freila/granada
4477,18079,fuente_vaqueros/granada
4478,18082,galera/granada
4480,18083,gobernador/granada
4482,18084,gojar/granada
4483,18085,gor/granada
4484,18086,gorafe/granada
4485,18087,granada/granada
4486,18087,cenes_de_la_vega/granada
4503,18088,guadahortuna/granada
4504,18089,guadix/granada
4505,18089,fonelas/granada
4507,18089,baza/granada
4509,18093,gualchos/granada
4511,18094,guejar_sierra/granada
4513,18095,guevejar/granada
4514,18096,gobernador/granada
4515,18097,dolar/granada
4516,18098,huescar/granada
4517,18099,huetor_de_santillan/granada
4519,18100,huetor_tajar/granada
4520,18101,huetor_vega/granada
4521,18102,illora/granada
4522,18102,huescar/granada
4528,18103,itrabo/granada
4529,18105,iznalloz/granada
4531,18107,arenas_del_rey/granada
4532,18108,albunan/granada
4533,18109,jete/granada
4534,18111,jun/granada
4535,18112,juviles/granada
4536,18114,dolar/granada
4537,18115,lachar/granada
4539,18116,lanjaron/granada
4540,18117,albunan/granada
4541,18119,lecrin/granada
4544,18120,jete/granada
4545,18121,lobras/granada
4546,18122,loja/granada
4548,18122,iznajar/granada
4551,18123,beas_de_guadix/granada
4552,18124,gualchos/granada
4553,18126,escuzar/granada
4554,18127,maracena/granada
4555,18128,beas_de_guadix/granada
4556,18132,moclin/granada
4559,18133,molvizar/granada
4560,18134,monachil/granada
4562,18135,montefrio/granada
4563,18136,montejicar/granada
4564,18137,montillana/granada
4565,18138,moraleda_de_zafayona/granada
4566,18140,canar/granada
4567,18140,motril/granada
4569,18140,gualchos/granada
4570,18140,alhendin/granada
4573,18141,murtas/granada
4575,18143,lecrin/granada
4576,18144,nivar/granada
4577,18145,ogijares/granada
4578,18146,orce/granada
4579,18147,orgiva/granada
4580,18147,carataunas/granada
4581,18147,canar/granada
4583,18148,otivar/granada
4584,18149,villa_de_otura/granada
4585,18150,padul/granada
4586,18151,pampaneira/granada
4587,18152,pedro_martinez/granada
4588,18153,peligros/granada
4589,18154,darro/granada
4590,18154,cortes_y_graena/granada
4591,18157,guejar_sierra/granada
4592,18158,pinos_puente/granada
4593,18158,alamedilla/granada
4595,18158,lachar/granada
4596,18159,pinar/granada
4598,18161,beas_de_guadix/granada
4599,18162,orgiva/granada
4600,18162,polopos/granada
4601,18163,portugos/granada
4602,18164,puebla_de_don_fadrique/granada
4603,18165,pulianas/granada
4604,18165,peligros/granada
4605,18167,fonelas/granada
4606,18167,guadix/granada
4607,18168,dudar/granada
4608,18168,cortes_y_graena/granada
4609,18170,rubite/granada
4610,18171,salar/granada
4612,18173,almunecar/granada
4613,18173,salobrena/granada
4615,18174,arenas_del_rey/granada
4617,18175,santa_fe/granada
4618,18175,chimeneas/granada
4619,18175,atarfe/granada
4620,18176,carataunas/granada
4621,18177,orgiva/granada
4622,18177,sorvilan/granada
4623,18177,polopos/granada
4624,18178,gobernador/granada
4625,18179,torvizcon/granada
4626,18180,trevelez/granada
4627,18181,turon/granada
4628,18182,ugijar/granada
4629,18182,murtas/granada
4631,18183,valor/granada
4632,18184,velez_de_benaudalla/granada
4635,18185,ventas_de_huelma/granada
4636,18187,villanueva_de_las_torres/granada
4637,18188,villanueva_mesia/granada
4638,18189,alfacar/granada
4639,18192,alhama_de_granada/granada
4640,18193,la_zubia/granada
4641,18194,zujar/granada
4642,18901,la_taha/granada
4643,18901,busquistar/granada
4644,18902,el_valle/granada
4646,18903,ugijar/granada
4647,18904,alpujarra_de_la_sierra/granada
4648,18904,gobernador/granada
4650,18904,lanjaron/granada
4651,18905,churriana_de_la_vega/granada
4652,18905,las_gabias/granada
4653,18906,velez_de_benaudalla/granada
4654,18907,valle_del_zalabi/granada
4655,18908,albunuelas/granada
4656,18909,gobernador/granada
4657,18910,el_valle/granada
4658,18910,lecrin/granada
4659,18911,vegas_del_genil/granada
4661,18912,cuevas_del_campo/granada
4662,18913,loja/granada
4663,19001,abanades/guadalajara
4664,19002,ablanque/guadalajara
4665,19003,adobes/guadalajara
4666,19004,alaminos/guadalajara
4667,19005,alarilla/guadalajara
4668,19006,albalate_de_zorita/guadalajara
4670,19007,albares/guadalajara
4671,19008,albendiego/guadalajara
4672,19009,alcocer/guadalajara
4673,19010,alcolea_de_las_penas/guadalajara
4674,19011,alcolea_del_pinar/guadalajara
4677,19013,alcoroches/guadalajara
4678,19015,aldeanueva_de_guadalajara/guadalajara
4679,19016,algar_de_mesa/guadalajara
4680,19017,algora/guadalajara
4681,19018,alhondiga/guadalajara
4682,19019,alique/guadalajara
4683,19020,alaminos/guadalajara
4684,19021,almoguera/guadalajara
4685,19022,almonacid_de_zorita/guadalajara
4686,19022,albalate_de_zorita/guadalajara
4687,19023,alocen/guadalajara
4688,19024,alovera/guadalajara
4689,19027,alustante/guadalajara
4691,19031,angon/guadalajara
4693,19032,anguita/guadalajara
4695,19033,anquela_del_ducado/guadalajara
4697,19034,anquela_del_pedregal/guadalajara
4698,19036,aranzueque/guadalajara
4699,19037,arbancon/guadalajara
4700,19038,arbeteta/guadalajara
4701,19039,argecilla/guadalajara
4702,19040,armallones/guadalajara
4703,19041,armuna_de_tajuna/guadalajara
4704,19042,armuna_de_tajuna/guadalajara
4705,19043,atanzon/guadalajara
4706,19044,atienza/guadalajara
4709,19044,alcolea_de_las_penas/guadalajara
4710,19045,aunon/guadalajara
4712,19046,azuqueca_de_henares/guadalajara
4713,19047,baides/guadalajara
4714,19048,banos_de_tajo/guadalajara
4715,19049,atienza/guadalajara
4716,19050,alaminos/guadalajara
4717,19051,alocen/guadalajara
4718,19052,la_bodera/guadalajara
4719,19053,alaminos/guadalajara
4720,19053,brihuega/guadalajara
4726,19054,alocen/guadalajara
4727,19054,budia/guadalajara
4728,19055,bujalaro/guadalajara
4729,19057,bustares/guadalajara
4730,19058,cabanillas_del_campo/guadalajara
4731,19059,campillo_de_duenas/guadalajara
4732,19060,campillo_de_ranas/guadalajara
4734,19061,albendiego/guadalajara
4735,19064,canredondo/guadalajara
4736,19065,atienza/guadalajara
4737,19065,albendiego/guadalajara
4738,19066,canizar/guadalajara
4739,19067,el_cardoso_de_la_sierra/madrid
4740,19070,casa_de_uceda/guadalajara
4741,19071,el_casar/guadalajara
4743,19073,casas_de_san_galindo/guadalajara
4744,19074,brihuega/guadalajara
4745,19075,castejon_de_henares/guadalajara
4746,19076,castellar_de_la_muela/guadalajara
4747,19078,castilforte/guadalajara
4748,19079,castilnuevo/guadalajara
4749,19080,angon/guadalajara
4750,19081,angon/guadalajara
4751,19082,centenera/guadalajara
4753,19086,cifuentes/guadalajara
4754,19086,canredondo/guadalajara
4755,19086,budia/guadalajara
4757,19087,alcolea_de_las_penas/guadalajara
4758,19088,canizar/guadalajara
4759,19089,ciruelos_del_pinar/guadalajara
4760,19090,cobeta/guadalajara
4761,19091,alaminos/guadalajara
4762,19092,cogolludo/guadalajara
4765,19092,arbancon/guadalajara
4766,19095,albendiego/guadalajara
4767,19096,condemios_de_arriba/guadalajara
4768,19096,albendiego/guadalajara
4769,19097,bustares/guadalajara
4770,19098,copernal/guadalajara
4771,19099,corduente/guadalajara
4775,19099,banos_de_tajo/guadalajara
4776,19102,el_cubillo_de_uceda/guadalajara
4777,19103,alcoroches/guadalajara
4778,19104,alcoroches/guadalajara
4779,19105,palomares_del_campo/cuenca
4780,19105,chiloeches/guadalajara
