
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |
| 116377  | SANTA EUFEMIA                                         |      8505 |   20851 |     2 | C/ GLORIETA       | SANTA EUFEMIA     | 957139930         | N      |            140615 | 14491             | SERVICIO ANDALUZ  |                 1 |

| 116378  | TORRECAMPO                                            |      8505 |   20851 |     2 | CL REINA, Nº 3    | TORRECAMPO        | 600165713         | N      |            140620 | 14410             | SERVICIO ANDALUZ  |                 1 |

| 116446  | VALENZUELA                                            |      8508 |   20863 |     2 | C/ MONTE          | VALENZUELA        | 957199500         | N      |            140636 | 14670             | SERVICIO ANDALUZ  |                 1 |

| 116368  | VALSEQUILLO (CONSULTORIO AUXILIAR)                    |      8505 |   20850 |     2 | CL SANTA RITA, Nº | VALSEQUILLO       | 600166049         | N      |            140641 | 14206             | SERVICIO ANDALUZ  |                 1 |

| 116456  | LA VICTORIA                                           |      8508 |   20865 |     2 | C/ VILLACISNEROS, | LA VICTORIA       | 957307923         | N      |            140654 | 14140             | SERVICIO ANDALUZ  |                 1 |

| 116465  | VILLA DEL RÍO                                         |      8508 |   20867 |     2 | CL RIBERA SAN     | VILLA DEL RÍO     | 957199505         | N      |            140667 | 14640             | SERVICIO ANDALUZ  |                 1 |

| 116447  | VILLAFRANCA DE CÓRDOBA                                |      8508 |   20863 |     2 | C/ LA CARRERA,    | VILLAFRANCA DE    | 957199630         | N      |            140673 | 14420             | SERVICIO ANDALUZ  |                 1 |

| 116460  | VILLAHARTA                                            |      8508 |   20866 |     2 | AVDA. ANDALUCÍA,  | VILLAHARTA        | 957365542         | N      |            140689 | 14210             | SERVICIO ANDALUZ  |                 1 |

| 116381  | VILLANUEVA DE CÓRDOBA                                 |      8505 |   20852 |     1 | C/ QUEVEDO, Nº 2  | VILLANUEVA DE     | 957139563         | N      |            140692 | 14440             | SERVICIO ANDALUZ  |                 1 |

| 116379  | VILLANUEVA DEL DUQUE                                  |      8505 |   20851 |     2 | CL VIRGEN DE      | VILLANUEVA DEL    | 600166070         | N      |            140706 | 14250             | SERVICIO ANDALUZ  |                 1 |

| 116250  | VILLANUEVA DEL REY                                    |      8505 |   20850 |     2 | C/ REAL, Nº 23    | VILLANUEVA DEL    | 957579910         | N      |            140713 | 14230             | SERVICIO ANDALUZ  |                 1 |

| 116380  | VILLARALTO                                            |      8505 |   20851 |     2 | C/ BUEN SUCESO,   | VILLARALTO        | 957139933         | N      |            140728 | 14490             | SERVICIO ANDALUZ  |                 1 |

| 116458  | VILLAVICIOSA DE CÓRDOBA                               |      8508 |   20866 |     1 | C/ TOMAS          | VILLAVICIOSA DE   | 957365516         | S      |            140734 | 14300             | SERVICIO ANDALUZ  |                 1 |

| 116461  | EL VACAR (CONSULTORIO AUXILIAR)                       |      8508 |   20866 |     2 | CL EL VACAR, S/N  | EL VACAR          | 957365516         | N      |            140734 | 14320             | SERVICIO ANDALUZ  |                 1 |

| 116373  | EL VISO                                               |      8505 |   20851 |     2 | CL CALLEJÓN DE LA | EL VISO           | 957139502         | N      |            140749 | 14470             | SERVICIO ANDALUZ  |                 1 |

| 116411  | ZUHEROS                                               |      8507 |   20854 |     2 | C/ BARRENA, S/N   | ZUHEROS           | 957694676         | N      |            140752 | 14870             | SERVICIO ANDALUZ  |                 1 |

| 123692  | ABEGONDO                                              |      8636 |   24100 |     1 | LUGAR CAMPO DA    | ABEGONDO (SANTA   | 981673330         | N      |            150011 | 15318             | SERVIZO GALEGO DE |                 1 |

| 123805  | BERTAMIRÁNS                                           |      8638 |   24152 |     1 | CL PEDREGAL, Nº   | BERTAMIRÁNS       | 981890404         | S      |            150026 | 15220             | SERVIZO GALEGO DE |                 1 |

| 123807  | MILLADOIRO                                            |      8638 |   24152 |     1 | CL AGRO DO MEDIO, | BIDUÍDO (SANTA    | 981522838         | N      |            150026 | 15895             | SERVIZO GALEGO DE |                 1 |

| 123698  | A CASTELLANA                                          |      8636 |   24101 |     1 | LUGAR VILLARRASO, | VILARRASO (SAN    | 981789514         | N      |            150032 | 15317             | SERVIZO GALEGO DE |                 1 |

| 123702  | MUNIFERRAL                                            |      8636 |   24101 |     1 | LUGAR VILA        | MUNIFERRAL (SAN   | 981793573         | N      |            150032 | 15317             | SERVIZO GALEGO DE |                 1 |

| 123771  | ARES                                                  |      8637 |   24134 |     1 | AV SAAVEDRA       | ARES (SAN XOSÉ)   | 981448287         | N      |            150047 | 15624             | SERVIZO GALEGO DE |                 1 |

| 123696  | ARTEIXO                                               |      8636 |   22248 |     1 | TRAVESIA ARTEIXO, | ARTEIXO           | 981640364         | S      |            150050 | 15008             | SERVIZO GALEGO DE |                 1 |

| 123697  | MEICENDE                                              |      8636 |   22248 |     2 | TRAVESÍA DE       | PASTORIZA (SANTA  | 981148071         | N      |            150050 | 15140             | SERVIZO GALEGO DE |                 1 |

| 132522  | VILARRODÍS                                            |      8636 |   22248 |     1 | CL AGUCEIRA, Nº 8 | VILARRODÍS        | 981000000         | N      |            150050 | 15141             | SERVIZO GALEGO DE |                 1 |

| 123809  | ARZUA                                                 |      8638 |   24153 |     1 | C/ PADRE PARDO,   | ARZÚA (SANTA      | 981500450         | S      |            150063 | 15810             | SERVIZO GALEGO DE |                 1 |

| 123804  | A BAÑA                                                |      8638 |   24154 |     1 | C/ TEDELLE, S/N   | BAÑA (A) (SAN     | 981886520         | N      |            150079 | 15863             | SERVIZO GALEGO DE |                 1 |

| 123757  | BERGONDO                                              |      8636 |   24102 |     1 | LUGAR SAN ISIDRO, | BERGONDO (SAN     | 981794320         | N      |            150085 | 15165             | SERVIZO GALEGO DE |                 1 |

| 123759  | GUISAMO                                               |      8636 |   24102 |     2 | C/ RÚA NUEVA, S/N | GUISAMO (SANTA    | 981795621         | N      |            150085 | 15640             | SERVIZO GALEGO DE |                 1 |

| 123699  | BETANZOS                                              |      8636 |   24103 |     1 | AV CARREGAL, Nº   | BETANZOS          | 981770790         | N      |            150098 | 15300             | SERVIZO GALEGO DE |                 1 |

| 123810  | BOIMORTO                                              |      8638 |   24155 |     1 | C/ GANDARA, S/N   | BOIMORTO          | 981516110         | N      |            150102 | 15818             | SERVIZO GALEGO DE |                 1 |

| 123811  | CASA DO MAR CABO DE CRUZ                              |      8638 |   22289 |     1 | C/ RÚA PUERTO,    | CASTRO (SANTA     | 981848657         | N      |            150119 | 15930             | SERVIZO GALEGO DE |                 1 |

| 123812  | BOIRO                                                 |      8638 |   22289 |     1 | LUGAR SALTIÑO,    | ABANQUEIRO (SAN   | 981842770         | S      |            150119 | 15938             | SERVIZO GALEGO DE |                 1 |

| 123813  | BOQUEIXON                                             |      8638 |   24156 |     1 | LUGAR FORTE, S/N  | BOQUEIXÓN (SAN    | 981513010         | N      |            150124 | 15881             | SERVIZO GALEGO DE |                 1 |

| 123814  | LESTEDO                                               |      8638 |   24156 |     1 | LUGAR CAMPO DA    | LESTEDO (SANTA    | 981502297         | N      |            150124 | 15881             | SERVIZO GALEGO DE |                 1 |

| 123806  | BRION                                                 |      8638 |   24157 |     1 | LUGAR PEDROUZOS,  | BRIÓN (SAN FINS)  | 981887701         | N      |            150130 | 15865             | SERVIZO GALEGO DE |                 1 |

| 123752  | CESULLAS                                              |      8636 |   24104 |     1 | LUGAR A CARBALLA, | CESULLAS (SAN     | 981754282         | N      |            150145 | 15115             | SERVIZO GALEGO DE |                 1 |

| 123756  | NANTON                                                |      8636 |   24104 |     2 | LUGAR PEDRA (A),  | NANTON (SAN       | 981734957         | N      |            150145 | 15149             | SERVIZO GALEGO DE |                 1 |

| 123793  | CABANAS                                               |      8637 |   24135 |     1 | LUGAR CARDEITA,   | PORTO (SAN        | 981433113         | N      |            150158 | 15622             | SERVIZO GALEGO DE |                 1 |

| 123760  | CAMARIÑAS                                             |      8636 |   24105 |     1 | C/ RÍO DO PRADO,  | CAMARIÑAS (SAN    | 981736200         | N      |            150161 | 15123             | SERVIZO GALEGO DE |                 1 |

| 123764  | CAMELLE                                               |      8636 |   24105 |     2 | C/ CAMPO DA AREA, | CAMELLE (DIVINO   | 981710513         | N      |            150161 | 15121             | SERVIZO GALEGO DE |                 1 |

| 123765  | PONTE DO PORTO                                        |      8636 |   24105 |     2 | C/ CURROS, S/N    | PONTE DO PORTO    | 981730895         | N      |            150161 | 15121             | SERVIZO GALEGO DE |                 1 |

| 123706  | CAMBRE                                                |      8636 |   24106 |     1 | C/ SAMOSTEIRO, Nº | CAMBRE (SANTA     | 981676640         | S      |            150177 | 15660             | SERVIZO GALEGO DE |                 1 |

| 129671  | O TEMPLE                                              |      8636 |   24106 |     1 | CL FRANCISCO      | TEMPLE (O)        | 981651272         | N      |            150177 | 15679             | SERVIZO GALEGO DE |                 1 |

| 123770  | A CAPELA                                              |      8637 |   24136 |     1 | LUGAR NEVES (AS), | CAPELA (A)        | 981459154         | N      |            150183 | 15613             | SERVIZO GALEGO DE |                 1 |

| 123709  | CARBALLO                                              |      8636 |   24107 |     1 | AV AMBULATORIO,   | CARBALLO (SAN     | 981701828         | N      |            150196 | 15100             | SERVIZO GALEGO DE |                 1 |

| 123822  | CASA DO MAR LIRA                                      |      8638 |   24158 |     1 | LUGAR LIRA, S/N   | LIRA (SANTA       | 981761287         | N      |            150200 | 15292             | SERVIZO GALEGO DE |                 1 |
